[2025-06-04 06:04:13] [INFO    ] discord.client: logging in using static token
[2025-06-04 06:05:02] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1212210181505814640/messages with None has returned 200
[2025-06-04 06:05:02] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1212210181505814640/messages has received [{'type': 0, 'content': '!unban @123456', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-04T03:45:25.191000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1379667333102047263', 'channel_id': '1212210181505814640', 'author': {'id': '1168282467162136656', 'username': 'infamousgr_95424', 'avatar': '3d12f5ed7e87ffb6ac0e6e3fb3f09f82', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Captain Viktor Vodkanov', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}]
[2025-06-04 06:05:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1212210181505814640/messages/bulk-delete with {"messages":[1379777963381227681,1379777178962759720,1379777178169770024,1379776871855689789,1379775029130039316,1379774623876644955,1379771886132789298,1379770762419765289,1379770761405010064,1379769563658457148,1379768681785200711,1379768681118175232,1379767439901851691,1379767083658641438,1379767082610069565,1379767041828847738,1379766937159995522,1379766934459121746,1379766895078543441,1379766892503240705,1379766723401744474,1379766657689452635,1379766655244042341,1379765893084745759,1379765892610654228,1379765838613319801,1379765837816397894,1379765803930488915,1379765803347345458,1379765741649395744,1379765740743299164,1379764559430025237,1379764504627253358,1379764397307596851,1379764395160240128,1379763917315768321,1379763916560928878,1379763885703172246,1379759776250073170,1379759630095220776,1379759576047550534,1379758255261093962,1379758216413446204,1379758149292261377,1379758148490891364,1379758028890308648,1379757684412383273,1379756670896574516,1379756667947978847,1379756160374280234,1379755848380977262,1379755818337177670,1379755577177149512,1379755576149676156,1379688812942327859,1379678532841635942,1379678530639761418,1379678481536778350,1379678446497693788,1379678411303293039,1379678313123020960,1379678311868796969,1379678233074733076,1379678231200010333,1379677733507829861,1379677701329260565,1379677630747639898,1379677628088189000,1379677413608521750,1379677411133624462,1379677209140138044,1379677128974663711,1379675429107142686,1379675379618287706,1379675289654923294,1379675103284957264,1379674804881330216,1379674804734398494,1379674802519805983,1379674156152520786,1379674155108012042,1379673422069497937,1379673420580651071,1379673272555143308,1379673247402164316,1379673246978281544,1379672383669010432,1379672220384759909,1379671585505677313,1379671446472622170,1379671445545680996,1379670936373952564,1379670233064800288,1379669881531793461,1379669881087066163,1379669799118049352,1379669759406375035,1379669464286494750,1379667463767064576,1379667385190977556]} has returned 204
[2025-06-04 06:05:02] [DEBUG   ] discord.http: A rate limit bucket (395d6cf0674e9291d994fd56de77ef96) has been exhausted. Pre-emptively rate limiting...
[2025-06-04 06:05:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1212210181505814640/messages/bulk-delete has received 
[2025-06-04 06:05:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE_BULK', 's': 15, 'op': 0, 'd': {'ids': ['1379777963381227681', '1379777178962759720', '1379777178169770024', '1379776871855689789', '1379775029130039316', '1379774623876644955', '1379771886132789298', '1379770762419765289', '1379770761405010064', '1379769563658457148', '1379768681785200711', '1379768681118175232', '1379767439901851691', '1379767083658641438', '1379767082610069565', '1379767041828847738', '1379766937159995522', '1379766934459121746', '1379766895078543441', '1379766892503240705', '1379766723401744474', '1379766657689452635', '1379766655244042341', '1379765893084745759', '1379765892610654228', '1379765838613319801', '1379765837816397894', '1379765803930488915', '1379765803347345458', '1379765741649395744', '1379765740743299164', '1379764559430025237', '1379764504627253358', '1379764397307596851', '1379764395160240128', '1379763917315768321', '1379763916560928878', '1379763885703172246', '1379759776250073170', '1379759630095220776', '1379759576047550534', '1379758255261093962', '1379758216413446204', '1379758149292261377', '1379758148490891364', '1379758028890308648', '1379757684412383273', '1379756670896574516', '1379756667947978847', '1379756160374280234', '1379755848380977262', '1379755818337177670', '1379755577177149512', '1379755576149676156', '1379688812942327859', '1379678532841635942', '1379678530639761418', '1379678481536778350', '1379678446497693788', '1379678411303293039', '1379678313123020960', '1379678311868796969', '1379678233074733076', '1379678231200010333', '1379677733507829861', '1379677701329260565', '1379677630747639898', '1379677628088189000', '1379677413608521750', '1379677411133624462', '1379677209140138044', '1379677128974663711', '1379675429107142686', '1379675379618287706', '1379675289654923294', '1379675103284957264', '1379674804881330216', '1379674804734398494', '1379674802519805983', '1379674156152520786', '1379674155108012042', '1379673422069497937', '1379673420580651071', '1379673272555143308', '1379673247402164316', '1379673246978281544', '1379672383669010432', '1379672220384759909', '1379671585505677313', '1379671446472622170', '1379671445545680996', '1379670936373952564', '1379670233064800288', '1379669881531793461', '1379669881087066163', '1379669799118049352', '1379669759406375035', '1379669464286494750', '1379667463767064576', '1379667385190977556'], 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event raw_bulk_message_delete
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event bulk_message_delete
[2025-06-04 06:05:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 16, 'op': 0, 'd': {'id': '1379667333102047263', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:05:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379667333102047263 with None has returned 204
[2025-06-04 06:05:06] [DEBUG   ] discord.http: DELETE /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (c51d12acd501bc2e6c76ab191408bd45).
[2025-06-04 06:05:06] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379667333102047263 has received 
[2025-06-04 06:05:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-04T11:05:06.814000+00:00', 'pinned': False, 'nonce': '6901246240467937530', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1212455526143758406', '1379660058799116391'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-04T03:16:30.890000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1379777985648791682', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🧹 Deleted 100 messages.', 'components': [], 'channel_type': 0, 'channel_id': '1212210181505814640', 'author': {'username': 'Black Box', 'public_flags': 0, 'primary_guild': None, 'id': '1379645937064087563', 'global_name': None, 'discriminator': '6551', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1212210181044183171'}}
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:05:06] [DEBUG   ] discord.client: Dispatching event message
[2025-06-04 06:05:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1212210181505814640/messages with {"content":"\ud83e\uddf9 Deleted 100 messages.","components":[],"nonce":"6901246240467937530","enforce_nonce":true,"tts":false} has returned 200
[2025-06-04 06:05:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1212210181505814640/messages has received {'type': 0, 'content': '🧹 Deleted 100 messages.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-04T11:05:06.814000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1379777985648791682', 'channel_id': '1212210181505814640', 'author': {'id': '1379645937064087563', 'username': 'Black Box', 'avatar': None, 'discriminator': '6551', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6901246240467937530'}
[2025-06-04 06:05:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-04T11:05:07.011000+00:00', 'pinned': False, 'nonce': '7221190498182361251', 'mentions': [{'username': 'infamousgr_95424', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1212455526143758406', '1212210823922061322', '1219326967170728006', '1379663732140933271'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-28T01:30:28.983000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1168282467162136656', 'global_name': 'Captain Viktor Vodkanov', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3d12f5ed7e87ffb6ac0e6e3fb3f09f82'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1212455526143758406', '1379660058799116391'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-04T03:16:30.890000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1379777986475200623', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🧹 **Purged** 100 messages in <#1212210181505814640> by <@1168282467162136656>', 'components': [], 'channel_type': 0, 'channel_id': '1379667200759173192', 'author': {'username': 'Black Box', 'public_flags': 0, 'primary_guild': None, 'id': '1379645937064087563', 'global_name': None, 'discriminator': '6551', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1212210181044183171'}}
[2025-06-04 06:05:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:05:07] [DEBUG   ] discord.client: Dispatching event message
[2025-06-04 06:05:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1379667200759173192/messages with {"content":"\ud83e\uddf9 **Purged** 100 messages in <#1212210181505814640> by <@1168282467162136656>","components":[],"nonce":"7221190498182361251","enforce_nonce":true,"tts":false} has returned 200
[2025-06-04 06:05:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1379667200759173192/messages has received {'type': 0, 'content': '🧹 **Purged** 100 messages in <#1212210181505814640> by <@1168282467162136656>', 'mentions': [{'id': '1168282467162136656', 'username': 'infamousgr_95424', 'avatar': '3d12f5ed7e87ffb6ac0e6e3fb3f09f82', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2183652, 'global_name': 'Captain Viktor Vodkanov', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#2151e4', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-04T11:05:07.011000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1379777986475200623', 'channel_id': '1379667200759173192', 'author': {'id': '1379645937064087563', 'username': 'Black Box', 'avatar': None, 'discriminator': '6551', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7221190498182361251'}
[2025-06-04 06:05:07] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-06-04 06:05:12] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379777985648791682 with None has returned 204
[2025-06-04 06:05:12] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1212210181505814640/messages/1379777985648791682 has received 
[2025-06-04 06:05:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 19, 'op': 0, 'd': {'id': '1379777985648791682', 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:05:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:05:12] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-06-04 06:05:12] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-06-04 06:05:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2025-06-04 06:05:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:06:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2025-06-04 06:06:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:06:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'USER_UPDATE', 's': 20, 'op': 0, 'd': {'verified': True, 'username': 'Black Box', 'public_flags': 0, 'primary_guild': None, 'premium_type': 0, 'mfa_enabled': False, 'locale': 'en-US', 'id': '1379645937064087563', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '6551', 'collectibles': None, 'clan': None, 'bot': True, 'bio': '', 'banner_color': None, 'banner': None, 'avatar_decoration_data': None, 'avatar': None, 'authenticator_types': [], 'accent_color': None}}
[2025-06-04 06:06:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:06:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-06-04 06:06:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:07:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-06-04 06:07:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:08:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-06-04 06:08:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-04 06:08:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 21, 'op': 0, 'd': {'user_id': '1168282467162136656', 'timestamp': 1749035319, 'member': {'user': {'username': 'infamousgr_95424', 'public_flags': 0, 'primary_guild': None, 'id': '1168282467162136656', 'global_name': 'Captain Viktor Vodkanov', 'display_name': 'Captain Viktor Vodkanov', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '3d12f5ed7e87ffb6ac0e6e3fb3f09f82'}, 'roles': ['1212455526143758406', '1212210823922061322', '1219326967170728006', '1379663732140933271'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-28T01:30:28.983000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1212210181505814640', 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:39] [DEBUG   ] discord.client: Dispatching event typing
[2025-06-04 06:08:39] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-06-04 06:08:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-04T11:08:41.677000+00:00', 'pinned': False, 'nonce': '1379778886451068928', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1212455526143758406', '1212210823922061322', '1219326967170728006', '1379663732140933271'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-28T01:30:28.983000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1379778886849658951', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!purge 100', 'components': [], 'channel_type': 0, 'channel_id': '1212210181505814640', 'author': {'username': 'infamousgr_95424', 'public_flags': 0, 'primary_guild': None, 'id': '1168282467162136656', 'global_name': 'Captain Viktor Vodkanov', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3d12f5ed7e87ffb6ac0e6e3fb3f09f82'}, 'attachments': [], 'guild_id': '1212210181044183171'}}
[2025-06-04 06:08:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-04 06:08:41] [DEBUG   ] discord.client: Dispatching event message
[2025-06-04 06:08:41] [DEBUG   ] discord.client: Dispatching event command
[2025-06-04 06:08:42] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1212210181505814640/messages with None has returned 200
